Inches_BoxCox,Ram_BoxCox,Weight_BoxCox,CPU_freq_BoxCox,PrimaryStorage_BoxCox,SecondaryStorage_BoxCox,ScreenPixels_BoxCox,Touchscreen,IPSpanel,RetinaDisplay,Company,TypeName,OS,PrimaryStorageType,SecondaryStorageType,CPU_company,GPU_company,Price_euros_BoxCox
364.4317087007187,1.7240546397000622,0.31547233021410576,2.7798748939523366,8.224112510707723,0.0,1.9052727967778458,0,0,0,Apple,Ultrabook,macOS,SSD,No,Intel,Intel,11.331556075680144
364.4317087007187,1.7240546397000622,0.29324135926413936,1.3295796585491964,8.224112510707723,0.0,1.9047366609251188,0,0,0,Apple,Ultrabook,macOS,Flash Storage,No,Intel,Intel,10.421972531466842
557.0021538735841,1.7240546397000622,0.6231508608793066,3.51139675406722,10.199082182273123,0.0,1.9049951746955958,0,0,0,HP,Notebook,No OS,SSD,No,Intel,Intel,9.452702470955785
538.2138966085081,2.16550032159689,0.6067570219110009,4.3349621891585155,12.469704042082887,0.0,1.9053479884815496,0,0,0,Apple,Ultrabook,macOS,SSD,No,Intel,AMD,12.879625011405228
364.4317087007187,1.7240546397000622,0.31547233021410576,6.27198547484367,10.199082182273123,0.0,1.9052727967778458,0,0,0,Apple,Ultrabook,macOS,SSD,No,Intel,Intel,12.037770245103866
557.0021538735841,1.2217714540237705,0.7456190576156035,5.750453487998943,12.386666500597078,0.0,1.9045979340034616,0,0,0,Acer,Notebook,Windows 10,HDD,No,AMD,AMD,8.702174002880906
538.2138966085081,2.16550032159689,0.7163490126341666,2.4475050502689943,10.199082182273123,0.0,1.9053479884815496,0,0,0,Apple,Ultrabook,Mac OS X,Flash Storage,No,Intel,Intel,12.455257790606286
364.4317087007187,1.7240546397000622,0.29324135926413936,1.3295796585491964,10.199082182273123,0.0,1.9047366609251188,0,0,0,Apple,Ultrabook,macOS,Flash Storage,No,Intel,Intel,10.995715354829121
417.7058338218464,2.16550032159689,0.2628236720612216,1.3295796585491964,12.469704042082887,0.0,1.9049951746955958,0,0,0,Asus,Ultrabook,Windows 10,SSD,No,Intel,Nvidia,11.58919843516312
417.7058338218464,1.7240546397000622,0.4714793096716802,0.8905313313972795,10.199082182273123,0.0,1.9049951746955958,0,0,0,Acer,Ultrabook,Windows 10,SSD,No,Intel,Intel,10.080347647018993
557.0021538735841,1.2217714540237705,0.6231508608793066,3.51139675406722,12.386666500597078,0.0,1.9045979340034616,0,0,0,HP,Notebook,No OS,HDD,No,Intel,Intel,8.671094420867052
557.0021538735841,1.2217714540237705,0.6231508608793066,1.8472077905529887,12.386666500597078,0.0,1.9049951746955958,0,0,0,HP,Notebook,No OS,HDD,No,Intel,Intel,8.405279734814288
538.2138966085081,2.16550032159689,0.6067570219110009,4.782351938389815,10.199082182273123,0.0,1.9053479884815496,0,0,0,Apple,Ultrabook,macOS,SSD,No,Intel,AMD,12.781292478552183
557.0021538735841,1.2217714540237705,0.7926161008305865,1.8472077905529887,10.199082182273123,0.0,1.9049951746955958,0,0,0,Dell,Notebook,Windows 10,SSD,No,Intel,AMD,9.155281266444014
277.1840002795059,1.7240546397000622,-0.08333527898184064,0.23054743803993388,10.199082182273123,0.0,1.905197190701389,0,0,0,Apple,Ultrabook,macOS,SSD,No,Intel,Intel,11.193360959908127
364.4317087007187,1.7240546397000622,0.31547233021410576,2.7798748939523366,10.199082182273123,0.0,1.9052727967778458,0,0,0,Apple,Ultrabook,macOS,SSD,No,Intel,Intel,11.626182072046086
557.0021538735841,1.7240546397000622,0.7926161008305865,4.3349621891585155,10.199082182273123,0.0,1.9049951746955958,0,0,0,Dell,Notebook,Windows 10,SSD,No,Intel,AMD,10.008320437279856
538.2138966085081,2.16550032159689,0.6067570219110009,5.254044449833919,12.469704042082887,0.0,1.9053479884815496,0,0,0,Apple,Ultrabook,macOS,SSD,No,Intel,AMD,13.181033314711206
557.0021538735841,1.7240546397000622,0.7926161008305865,3.1343530096531205,15.080237107210623,0.0,1.9049951746955958,0,0,0,Lenovo,Notebook,No OS,HDD,No,Intel,Nvidia,9.15569766310092
364.4317087007187,1.7240546397000622,0.1991146868755352,0.8905313313972795,8.224112510707723,0.0,1.9049951746955958,0,0,0,Dell,Ultrabook,Windows 10,SSD,No,Intel,Intel,10.612899320114279
253.27190669716586,0.6502664898590347,-0.020199986731715636,0.5929673772180227,5.0121575945532415,0.0,1.9045979340034616,0,0,0,Asus,Netbook,Windows 10,Flash Storage,No,Intel,Intel,7.277832707838977
557.0021538735841,1.7240546397000622,0.921910510118114,3.51139675406722,8.224112510707723,1.1482971722418127,1.9049951746955958,0,0,0,Lenovo,Gaming,Windows 10,SSD,HDD,Intel,Nvidia,10.658438360030907
557.0021538735841,1.2217714540237705,0.6231508608793066,0.6991311331721255,12.386666500597078,0.0,1.9045979340034616,0,0,0,HP,Notebook,No OS,HDD,No,AMD,AMD,7.837045732032799
364.4317087007187,1.7240546397000622,0.48398095298124677,0.8905313313972795,10.199082182273123,0.0,1.9049951746955958,0,0,0,Dell,2 in 1 Convertible,Windows 10,SSD,No,Intel,Intel,10.215729593613652
557.0021538735841,1.7240546397000622,0.6499027344146395,1.3295796585491964,10.199082182273123,0.0,1.9049951746955958,0,0,0,HP,Ultrabook,Windows 10,SSD,No,Intel,Intel,9.743085905535896
557.0021538735841,1.2217714540237705,0.8375509246314734,1.8472077905529887,15.080237107210623,0.0,1.9045979340034616,0,0,0,Dell,Notebook,Windows 10,HDD,No,Intel,Intel,8.794619964276588
364.4317087007187,1.7240546397000622,0.3007057758460293,0.8905313313972795,8.224112510707723,0.0,1.9047366609251188,0,0,0,Apple,Ultrabook,Mac OS X,Flash Storage,No,Intel,Intel,10.874733345861218
557.0021538735841,1.7240546397000622,0.7926161008305865,0.8905313313972795,10.199082182273123,0.0,1.9049951746955958,0,0,0,Dell,Notebook,Windows 10,SSD,No,Intel,AMD,10.16410536140144
557.0021538735841,1.7240546397000622,0.6339357772160359,1.5783104177101552,10.199082182273123,1.1417788775403641,1.9049951746955958,0,0,0,Dell,Ultrabook,Windows 10,SSD,SSD,Intel,Intel,11.25791529478633
733.3337858460409,1.7240546397000622,0.921910510118114,0.8905313313972795,15.080237107210623,0.0,1.9049951746955958,0,0,0,HP,Notebook,Windows 10,HDD,No,Intel,Nvidia,10.414679612534819
557.0021538735841,1.2217714540237705,0.6392858567479284,0.5929673772180227,6.506298870029594,0.0,1.9049951746955958,0,0,0,Chuwi,Notebook,Windows 10,Flash Storage,No,Intel,Intel,7.73787733038932
417.7058338218464,0.6502664898590347,0.5024507520183931,0.6991311331721255,5.0121575945532415,0.0,1.9045979340034616,0,0,0,Asus,Notebook,Windows 10,Flash Storage,No,AMD,AMD,7.345428511946756
733.3337858460409,1.2217714540237705,1.0036037284402968,3.51139675406722,12.386666500597078,0.0,1.9049951746955958,0,0,0,HP,Notebook,Windows 10,HDD,No,AMD,AMD,8.891535220959915
364.4317087007187,2.16550032159689,0.182543330616821,1.3295796585491964,12.469704042082887,0.0,1.9053787261672392,0,0,0,Dell,Ultrabook,Windows 10,SSD,No,Intel,Intel,12.12403670380466
364.4317087007187,1.7240546397000622,0.3007057758460293,0.8905313313972795,10.199082182273123,0.0,1.9047366609251188,0,0,0,Apple,Ultrabook,Mac OS X,Flash Storage,No,Intel,Intel,10.656180596230234
